id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
587395,MORTGAGE,106000,10000, 36 months,A,Fully Paid
587406,RENT,36000,4000, 36 months,C,Fully Paid
587412,MORTGAGE,62000,18400, 60 months,F,Fully Paid
587428,MORTGAGE,40000,3500, 36 months,D,Fully Paid
587430,MORTGAGE,80400,12000, 36 months,A,Fully Paid
587513,RENT,35000,6000, 36 months,A,Charged Off
587515,RENT,55000,18000, 36 months,B,Fully Paid
587520,MORTGAGE,108396,8000, 60 months,A,Fully Paid
587535,OWN,56148,13500, 60 months,B,Fully Paid
587538,MORTGAGE,26000,12000, 60 months,B,Fully Paid
587541,MORTGAGE,100000,10000, 60 months,B,Charged Off
587548,RENT,54000,13000, 36 months,A,Charged Off
587552,RENT,75000,5000, 60 months,E,Fully Paid
587555,MORTGAGE,84906,4500, 36 months,A,Fully Paid
587559,RENT,35000,6000, 36 months,D,Fully Paid
587567,OWN,61000,14400, 36 months,A,Fully Paid
587584,MORTGAGE,65000,6250, 36 months,A,Fully Paid
587591,RENT,38000,15000, 36 months,A,Fully Paid
587629,RENT,77000,10800, 36 months,A,Fully Paid
587648,MORTGAGE,175000,25000, 36 months,B,Fully Paid
587749,OWN,38400,8000, 36 months,D,Charged Off
587753,RENT,42000,1000, 36 months,B,Fully Paid
587770,MORTGAGE,102960,16000, 36 months,A,Fully Paid
587791,MORTGAGE,285000,25000, 36 months,E,Fully Paid
587832,MORTGAGE,72000,8700, 36 months,A,Fully Paid
587874,OWN,65000,5000, 36 months,A,Charged Off
587884,OWN,20004,12000, 60 months,B,Fully Paid
587893,RENT,69996,3000, 36 months,B,Fully Paid
587914,RENT,59500,15000, 60 months,F,Fully Paid
587916,MORTGAGE,55600,15250, 60 months,E,Fully Paid
587918,RENT,35000,6000, 60 months,C,Fully Paid
587924,MORTGAGE,77256,10000, 36 months,B,Fully Paid
587945,RENT,123144,12000, 36 months,B,Fully Paid
587967,MORTGAGE,120000,8000, 36 months,C,Fully Paid
587971,RENT,90000,20000, 36 months,B,Fully Paid
587979,RENT,54996,5000, 36 months,B,Fully Paid
587985,MORTGAGE,86700,5000, 36 months,B,Charged Off
588008,OWN,45679,8000, 36 months,D,Charged Off
588043,MORTGAGE,74000,25000, 36 months,B,Fully Paid
588049,MORTGAGE,81800,2500, 36 months,A,Fully Paid
588050,RENT,37500,11100, 60 months,D,Fully Paid
588097,OWN,60000,20500, 60 months,C,Fully Paid
588126,RENT,30000,10000, 36 months,B,Charged Off
588136,RENT,10800,5000, 36 months,A,Fully Paid
588152,RENT,12000,1800, 36 months,C,Fully Paid
588156,RENT,60000,20000, 36 months,D,Fully Paid
588189,MORTGAGE,65000,9000, 36 months,A,Fully Paid
588193,RENT,36000,3200, 60 months,D,Fully Paid
588220,MORTGAGE,39996,8000, 60 months,D,Fully Paid
588228,MORTGAGE,115000,24000, 60 months,C,Fully Paid
588235,RENT,38112,7200, 60 months,D,Fully Paid
588267,RENT,55700,7200, 36 months,B,Charged Off
588455,MORTGAGE,54000,18000, 60 months,B,Charged Off
588458,MORTGAGE,70000,22750, 60 months,E,Charged Off
588530,RENT,13800,5000, 60 months,A,Fully Paid
588575,RENT,34200,4000, 36 months,B,Fully Paid
588584,RENT,52400,10500, 60 months,C,Fully Paid
588594,MORTGAGE,72996,4800, 60 months,B,Fully Paid
588608,OWN,65000,3500, 36 months,A,Fully Paid
588642,RENT,44400,2350, 36 months,C,Fully Paid
588646,RENT,31000,6000, 60 months,E,Fully Paid
588649,RENT,80266,6875, 36 months,B,Fully Paid
588657,RENT,27036,5000, 36 months,B,Fully Paid
588664,MORTGAGE,85000,10500, 60 months,D,Fully Paid
588668,RENT,66000,7500, 60 months,B,Fully Paid
588675,MORTGAGE,132492,25000, 60 months,B,Fully Paid
588707,RENT,34500,4000, 60 months,C,Fully Paid
588714,RENT,42324,10000, 60 months,B,Fully Paid
588716,MORTGAGE,90000,9000, 36 months,D,Fully Paid
588766,MORTGAGE,70000,8000, 36 months,A,Fully Paid
588772,RENT,50000,10800, 36 months,B,Fully Paid
588776,RENT,38790,8000, 60 months,B,Fully Paid
588779,MORTGAGE,65000,7000, 36 months,C,Fully Paid
588789,MORTGAGE,51000,11000, 60 months,B,Fully Paid
588796,MORTGAGE,35000,9600, 60 months,B,Fully Paid
588842,RENT,50000,9000, 36 months,A,Fully Paid
588843,RENT,33600,10000, 36 months,C,Fully Paid
588849,RENT,30000,4000, 36 months,B,Fully Paid
588898,RENT,16800,5000, 36 months,C,Fully Paid
588901,MORTGAGE,40800,15000, 36 months,A,Fully Paid
588902,RENT,41412,7600, 36 months,B,Fully Paid
588911,RENT,41000,8000, 36 months,F,Fully Paid
588914,MORTGAGE,150000,8000, 36 months,E,Fully Paid
588947,RENT,57996,1500, 36 months,B,Fully Paid
588949,RENT,35004,7500, 60 months,B,Fully Paid
588951,OWN,71000,14000, 36 months,A,Fully Paid
588972,RENT,68400,7200, 36 months,C,Fully Paid
589015,MORTGAGE,71073,10000, 60 months,C,Fully Paid
589022,MORTGAGE,55000,15000, 36 months,A,Fully Paid
589082,RENT,49000,13600, 36 months,D,Fully Paid
589090,RENT,96000,12000, 36 months,C,Fully Paid
589107,RENT,29784,18250, 60 months,C,Charged Off
589117,RENT,18000,5500, 60 months,D,Fully Paid
589122,RENT,50000,9000, 36 months,D,Fully Paid
589127,OWN,54996,5500, 36 months,A,Fully Paid
589144,RENT,25000,2400, 36 months,C,Fully Paid
589153,RENT,35400,8400, 60 months,C,Charged Off
589171,MORTGAGE,110000,10000, 60 months,B,Fully Paid
589213,MORTGAGE,77000,20000, 60 months,F,Fully Paid
589245,MORTGAGE,36000,3000, 36 months,A,Fully Paid
589250,RENT,24960,1000, 36 months,C,Fully Paid
589288,RENT,68065,6000, 36 months,B,Charged Off
589332,OWN,27000,7750, 60 months,F,Fully Paid
589343,MORTGAGE,43800,13000, 36 months,B,Fully Paid
589345,RENT,889000,20000, 36 months,A,Fully Paid
589347,RENT,165000,25000, 36 months,D,Fully Paid
589349,RENT,32000,10000, 60 months,C,Fully Paid
589400,OWN,26400,7300, 36 months,C,Fully Paid
589404,OWN,65000,10000, 36 months,C,Fully Paid
589410,MORTGAGE,37000,15800, 60 months,D,Fully Paid
589413,OWN,55000,1000, 36 months,B,Fully Paid
589416,OWN,13740,7000, 60 months,B,Charged Off
589422,OWN,50000,12000, 60 months,E,Fully Paid
589439,RENT,10200,3250, 36 months,C,Charged Off
589452,RENT,48000,10000, 60 months,D,Charged Off
589456,RENT,61440,8000, 36 months,B,Fully Paid
589515,MORTGAGE,84000,8000, 36 months,A,Fully Paid
589526,MORTGAGE,38000,6200, 60 months,E,Fully Paid
589554,RENT,27692,6000, 60 months,B,Fully Paid
589559,MORTGAGE,65000,21250, 60 months,D,Fully Paid
589570,MORTGAGE,92000,25000, 36 months,E,Fully Paid
589601,OWN,24468,5000, 36 months,B,Fully Paid
589608,RENT,40000,8000, 60 months,E,Charged Off
589635,MORTGAGE,47200,7000, 36 months,C,Fully Paid
589646,MORTGAGE,122400,10000, 36 months,A,Fully Paid
589653,MORTGAGE,25000,9000, 36 months,A,Fully Paid
589671,RENT,70000,15000, 36 months,C,Fully Paid
589730,MORTGAGE,96000,24000, 60 months,E,Charged Off
589733,MORTGAGE,37000,12000, 36 months,B,Fully Paid
589749,RENT,40000,13200, 60 months,D,Fully Paid
589755,OWN,20004,3500, 60 months,B,Fully Paid
589764,RENT,72300,25000, 60 months,C,Fully Paid
589767,RENT,27096,5000, 60 months,A,Fully Paid
589786,OWN,23004,7750, 36 months,A,Fully Paid
589815,MORTGAGE,49000,7200, 60 months,B,Fully Paid
589816,RENT,60000,2500, 36 months,C,Fully Paid
589858,MORTGAGE,28800,5000, 60 months,C,Fully Paid
589860,MORTGAGE,60000,21250, 60 months,D,Fully Paid
589884,RENT,27480,10000, 60 months,D,Fully Paid
589888,MORTGAGE,75000,4000, 36 months,B,Fully Paid
589891,RENT,41280,6000, 36 months,C,Fully Paid
589902,RENT,65004,3000, 36 months,D,Fully Paid
589923,RENT,35000,1800, 36 months,A,Fully Paid
589931,RENT,70000,9000, 36 months,D,Fully Paid
589964,RENT,42000,21000, 60 months,B,Fully Paid
589991,RENT,90000,8400, 60 months,F,Fully Paid
590004,MORTGAGE,60000,8400, 60 months,A,Fully Paid
590013,MORTGAGE,65004,14000, 60 months,C,Charged Off
590035,RENT,30000,3000, 36 months,B,Fully Paid
590036,RENT,30000,5600, 36 months,D,Fully Paid
590043,OWN,35000,4000, 60 months,C,Charged Off
590092,RENT,21600,7000, 36 months,C,Fully Paid
590102,MORTGAGE,126000,20000, 60 months,G,Fully Paid
590129,RENT,72000,5000, 60 months,F,Fully Paid
590159,MORTGAGE,52800,7000, 36 months,A,Fully Paid
590176,RENT,82000,15000, 60 months,F,Fully Paid
590182,RENT,52000,8000, 36 months,A,Fully Paid
590188,MORTGAGE,48996,10000, 60 months,B,Fully Paid
590199,RENT,45600,5000, 36 months,C,Fully Paid
590214,OWN,50000,10000, 36 months,D,Fully Paid
590215,MORTGAGE,40000,8000, 60 months,D,Charged Off
590230,RENT,68640,25000, 60 months,C,Fully Paid
590232,RENT,70000,8000, 36 months,D,Charged Off
590273,MORTGAGE,648000,15000, 60 months,C,Fully Paid
590275,OWN,36996,10000, 36 months,A,Fully Paid
590278,MORTGAGE,44470,4000, 36 months,A,Fully Paid
590285,MORTGAGE,65600,6000, 36 months,E,Charged Off
590309,RENT,21000,4500, 36 months,E,Charged Off
590312,RENT,36000,14000, 36 months,A,Fully Paid
590333,MORTGAGE,69000,20000, 60 months,G,Charged Off
590335,MORTGAGE,100000,12000, 60 months,B,Fully Paid
590346,RENT,30000,2700, 36 months,B,Fully Paid
590350,RENT,150000,25000, 60 months,E,Charged Off
590382,MORTGAGE,84000,10500, 60 months,B,Fully Paid
590387,RENT,21000,5000, 36 months,D,Fully Paid
590433,RENT,72845,18000, 60 months,B,Fully Paid
590444,RENT,57000,16800, 60 months,E,Fully Paid
590467,MORTGAGE,115000,5000, 60 months,E,Fully Paid
590471,MORTGAGE,225000,20000, 36 months,A,Fully Paid
590474,MORTGAGE,90000,15000, 36 months,C,Fully Paid
590494,MORTGAGE,65000,2900, 60 months,B,Fully Paid
590495,RENT,45000,2000, 36 months,B,Fully Paid
590496,OWN,19200,2100, 36 months,A,Fully Paid
590504,OWN,49200,10000, 60 months,G,Fully Paid
590564,RENT,90000,24000, 36 months,B,Fully Paid
590568,RENT,33996,7800, 60 months,C,Fully Paid
590571,MORTGAGE,27600,5000, 60 months,E,Fully Paid
590590,RENT,152004,25000, 60 months,E,Fully Paid
590601,MORTGAGE,85000,5000, 36 months,A,Fully Paid
590617,MORTGAGE,75000,10000, 36 months,B,Fully Paid
590638,RENT,80000,21000, 60 months,G,Fully Paid
590666,RENT,79000,5600, 36 months,B,Fully Paid
590714,RENT,93000,24250, 36 months,D,Fully Paid
590716,MORTGAGE,86250,20000, 36 months,A,Fully Paid
590742,RENT,24702,2000, 36 months,C,Fully Paid
590764,MORTGAGE,90000,12500, 60 months,E,Fully Paid
590769,MORTGAGE,26004,12000, 36 months,A,Charged Off
590776,RENT,26400,2000, 36 months,C,Fully Paid
590784,OWN,50000,18000, 60 months,B,Fully Paid
590809,RENT,38400,2000, 36 months,C,Charged Off
590817,MORTGAGE,44400,6500, 36 months,D,Fully Paid
590818,RENT,36000,13000, 36 months,C,Fully Paid
590832,MORTGAGE,171194,25000, 36 months,B,Fully Paid
590838,RENT,71136,8800, 60 months,D,Fully Paid
590853,MORTGAGE,52250,4750, 36 months,C,Fully Paid
590854,MORTGAGE,78000,14000, 36 months,A,Fully Paid
590866,RENT,68724,6150, 60 months,E,Fully Paid
590869,MORTGAGE,92040,10000, 36 months,A,Charged Off
590879,MORTGAGE,30000,3000, 36 months,A,Fully Paid
590906,MORTGAGE,84996,16750, 36 months,C,Fully Paid
590933,RENT,43385,23000, 36 months,C,Fully Paid
590946,RENT,69600,9000, 60 months,D,Fully Paid
590959,RENT,45000,8000, 60 months,C,Fully Paid
590973,MORTGAGE,42000,7000, 60 months,C,Fully Paid
590994,OWN,31416,8000, 36 months,B,Fully Paid
591000,RENT,23387,10000, 36 months,A,Fully Paid
591029,RENT,38760,14000, 60 months,D,Fully Paid
591044,RENT,73000,2500, 36 months,C,Fully Paid
591048,OWN,48000,10000, 60 months,F,Fully Paid
591054,MORTGAGE,52000,12000, 36 months,A,Charged Off
591073,MORTGAGE,100000,13000, 36 months,A,Fully Paid
591091,OWN,70000,20000, 60 months,E,Fully Paid
591092,OWN,16800,5000, 36 months,C,Charged Off
591116,RENT,48000,6000, 36 months,D,Fully Paid
591139,MORTGAGE,81000,11200, 60 months,D,Fully Paid
591157,RENT,42000,8000, 36 months,A,Fully Paid
591178,MORTGAGE,200000,6000, 36 months,B,Fully Paid
591194,RENT,55000,6000, 60 months,B,Fully Paid
591234,RENT,12000,3000, 36 months,A,Fully Paid
591247,RENT,76500,25000, 60 months,D,Fully Paid
591265,MORTGAGE,52000,12000, 36 months,A,Fully Paid
591297,RENT,56000,25000, 60 months,B,Fully Paid
591298,RENT,18000,3000, 36 months,C,Fully Paid
591316,MORTGAGE,69996,12500, 60 months,E,Fully Paid
591330,MORTGAGE,48000,20000, 36 months,B,Fully Paid
591341,RENT,60500,3000, 36 months,C,Fully Paid
591361,RENT,90000,15000, 36 months,B,Fully Paid
591386,RENT,50000,15000, 60 months,A,Fully Paid
591397,OWN,104080,5000, 60 months,F,Fully Paid
591400,RENT,21000,5500, 36 months,A,Fully Paid
591431,RENT,14400,1200, 36 months,A,Fully Paid
591438,MORTGAGE,42000,9250, 36 months,B,Fully Paid
591472,MORTGAGE,80000,2000, 36 months,C,Fully Paid
591487,MORTGAGE,50000,20000, 60 months,C,Fully Paid
591496,RENT,54000,11675, 60 months,B,Fully Paid
591503,MORTGAGE,110000,15000, 36 months,A,Fully Paid
591511,RENT,21000,4000, 36 months,B,Fully Paid
591518,RENT,32400,1400, 60 months,B,Fully Paid
591552,OWN,60000,16000, 36 months,A,Fully Paid
591571,MORTGAGE,148000,8000, 36 months,C,Fully Paid
591582,MORTGAGE,50000,8000, 60 months,C,Fully Paid
591643,RENT,38400,4800, 36 months,C,Charged Off
591656,MORTGAGE,38400,6000, 36 months,A,Fully Paid
591674,RENT,201400,12450, 36 months,C,Fully Paid
591683,OWN,55000,13000, 36 months,C,Fully Paid
591691,MORTGAGE,40000,4800, 36 months,A,Fully Paid
591699,MORTGAGE,81000,6600, 36 months,A,Fully Paid
591700,RENT,46800,13000, 60 months,D,Fully Paid
591714,MORTGAGE,64000,7000, 36 months,B,Fully Paid
591721,RENT,25000,3000, 36 months,B,Fully Paid
591725,RENT,85000,10000, 36 months,B,Fully Paid
591733,RENT,30000,9250, 60 months,E,Fully Paid
591736,MORTGAGE,34800,3000, 60 months,A,Fully Paid
591771,MORTGAGE,44400,6500, 36 months,C,Fully Paid
591799,RENT,48000,8000, 60 months,B,Charged Off
591828,MORTGAGE,60000,20000, 36 months,A,Fully Paid
591833,RENT,65000,6000, 60 months,E,Fully Paid
591851,RENT,45000,19750, 60 months,B,Fully Paid
591857,OWN,61848,5000, 36 months,B,Fully Paid
591885,RENT,58800,5000, 36 months,D,Fully Paid
591965,OWN,45500,14000, 36 months,C,Charged Off
591983,MORTGAGE,36000,7800, 60 months,B,Fully Paid
591989,MORTGAGE,21424,7750, 36 months,A,Charged Off
591991,RENT,40000,7500, 36 months,A,Fully Paid
591994,RENT,62000,10000, 36 months,E,Fully Paid
592008,MORTGAGE,68000,9700, 60 months,E,Fully Paid
592017,MORTGAGE,55000,13000, 36 months,E,Fully Paid
592018,RENT,57600,7500, 60 months,B,Fully Paid
592019,RENT,50000,10000, 36 months,A,Fully Paid
592029,OWN,23397,10000, 36 months,B,Fully Paid
592043,MORTGAGE,68000,5000, 36 months,A,Fully Paid
592052,MORTGAGE,65000,8400, 36 months,B,Fully Paid
592060,RENT,125004,25000, 60 months,F,Fully Paid
592064,RENT,96000,6400, 36 months,B,Fully Paid
592129,MORTGAGE,75000,3000, 36 months,A,Fully Paid
592131,RENT,50000,20000, 60 months,B,Fully Paid
592140,MORTGAGE,27000,3025, 36 months,D,Fully Paid
592167,RENT,40000,2000, 36 months,B,Fully Paid
592186,MORTGAGE,60000,10000, 36 months,B,Charged Off
592219,RENT,18000,2400, 36 months,C,Fully Paid
592227,RENT,564000,6000, 36 months,A,Fully Paid
592230,MORTGAGE,77004,6000, 36 months,A,Fully Paid
592263,RENT,36000,2500, 36 months,A,Charged Off
592279,MORTGAGE,50000,15000, 60 months,F,Fully Paid
592342,RENT,55000,4000, 36 months,B,Fully Paid
592359,MORTGAGE,93000,13000, 36 months,A,Fully Paid
592362,MORTGAGE,69960,10000, 36 months,A,Fully Paid
592367,MORTGAGE,54000,9000, 36 months,D,Charged Off
592370,RENT,74338,16000, 36 months,B,Fully Paid
592402,OWN,60000,9000, 60 months,A,Fully Paid
592416,RENT,45792,17000, 36 months,B,Fully Paid
592468,RENT,32000,14500, 60 months,E,Charged Off
592470,RENT,57600,6300, 60 months,B,Fully Paid
592473,OWN,100000,11000, 36 months,C,Charged Off
592478,RENT,46000,8000, 36 months,A,Fully Paid
592483,MORTGAGE,144000,8000, 36 months,C,Fully Paid
592509,RENT,45000,12000, 60 months,E,Fully Paid
592521,MORTGAGE,110000,9000, 36 months,B,Fully Paid
592535,RENT,29040,1800, 36 months,C,Charged Off
592550,RENT,100000,12000, 60 months,F,Fully Paid
592552,MORTGAGE,97665,19200, 60 months,C,Fully Paid
592557,OWN,51600,5000, 60 months,E,Fully Paid
592570,OWN,25000,1500, 36 months,A,Fully Paid
592571,RENT,50000,7000, 60 months,C,Charged Off
592598,MORTGAGE,76000,6250, 36 months,A,Fully Paid
592599,OWN,84000,9875, 36 months,A,Fully Paid
592608,RENT,35496,3200, 36 months,A,Fully Paid
592635,RENT,24000,9600, 60 months,B,Fully Paid
592639,RENT,30000,2000, 36 months,G,Fully Paid
592672,RENT,29100,5000, 36 months,D,Fully Paid
592737,RENT,30000,3000, 36 months,B,Fully Paid
592738,MORTGAGE,140000,5000, 36 months,B,Fully Paid
592749,MORTGAGE,103000,17000, 36 months,C,Fully Paid
592772,OWN,89520,8000, 36 months,C,Fully Paid
592775,OWN,24996,5000, 36 months,A,Fully Paid
592807,OWN,45000,15250, 36 months,C,Fully Paid
592829,MORTGAGE,65000,10500, 60 months,E,Fully Paid
592832,RENT,170000,4000, 36 months,D,Fully Paid
592889,OWN,36000,1050, 36 months,C,Fully Paid
592900,MORTGAGE,80000,5000, 36 months,D,Fully Paid
592916,RENT,33280,6000, 36 months,C,Fully Paid
592930,MORTGAGE,142500,20000, 36 months,B,Fully Paid
592932,MORTGAGE,95000,25000, 36 months,B,Fully Paid
592949,RENT,18996,1500, 36 months,D,Fully Paid
592953,RENT,58000,10000, 60 months,F,Charged Off
593029,RENT,65000,9975, 36 months,A,Fully Paid
593031,RENT,31000,10000, 60 months,B,Fully Paid
593040,RENT,52800,11200, 36 months,C,Charged Off
593048,MORTGAGE,120000,24000, 60 months,B,Fully Paid
593053,RENT,14400,2500, 36 months,E,Charged Off
593062,MORTGAGE,125000,10000, 36 months,C,Fully Paid
593064,MORTGAGE,92700,17500, 60 months,B,Fully Paid
593066,RENT,32919,12000, 60 months,C,Charged Off
593121,RENT,50000,15000, 60 months,F,Fully Paid
593140,MORTGAGE,31000,9000, 36 months,D,Charged Off
593147,RENT,38700,3600, 36 months,B,Fully Paid
593152,MORTGAGE,130000,25000, 36 months,B,Fully Paid
593161,OWN,110000,25000, 36 months,D,Fully Paid
593181,RENT,21600,2500, 36 months,C,Fully Paid
593188,RENT,12000,1000, 36 months,C,Fully Paid
593189,MORTGAGE,95000,25000, 60 months,B,Fully Paid
593211,MORTGAGE,185000,25000, 60 months,D,Fully Paid
593225,OWN,53004,2000, 36 months,B,Fully Paid
593238,MORTGAGE,84000,24000, 60 months,E,Fully Paid
593242,MORTGAGE,74000,21000, 60 months,B,Fully Paid
593249,RENT,31200,3600, 60 months,E,Fully Paid
593253,MORTGAGE,30000,10000, 60 months,B,Fully Paid
593254,MORTGAGE,54500,10000, 60 months,F,Fully Paid
593259,RENT,58000,24000, 36 months,B,Fully Paid
593265,RENT,24000,8000, 36 months,C,Fully Paid
593304,OWN,30000,7500, 36 months,C,Fully Paid
593362,MORTGAGE,50000,5400, 36 months,A,Fully Paid
593370,MORTGAGE,49068,25000, 60 months,C,Charged Off
593417,RENT,110000,20000, 60 months,C,Charged Off
593420,MORTGAGE,73716,8000, 60 months,B,Charged Off
593512,RENT,18996,2000, 36 months,A,Fully Paid
593562,MORTGAGE,80000,16000, 36 months,A,Fully Paid
593570,MORTGAGE,240000,5000, 36 months,A,Fully Paid
593573,MORTGAGE,42400,4800, 60 months,B,Fully Paid
593608,OWN,159996,10000, 36 months,B,Fully Paid
593616,RENT,19968,5000, 36 months,C,Fully Paid
593617,MORTGAGE,30000,7000, 60 months,C,Fully Paid
593642,MORTGAGE,86000,25000, 60 months,B,Fully Paid
593696,OWN,85000,9600, 36 months,C,Fully Paid
593712,RENT,48000,12500, 36 months,D,Fully Paid
593733,MORTGAGE,110000,8000, 36 months,C,Fully Paid
593735,RENT,52600,15000, 60 months,B,Fully Paid
593772,RENT,53500,4200, 36 months,C,Fully Paid
593790,MORTGAGE,35100,10000, 36 months,D,Fully Paid
593793,MORTGAGE,111148,15000, 36 months,C,Fully Paid
593800,RENT,52500,5700, 36 months,B,Fully Paid
593837,RENT,14400,1000, 36 months,D,Charged Off
593853,MORTGAGE,75000,10800, 60 months,E,Charged Off
593875,MORTGAGE,69996,3000, 36 months,A,Fully Paid
593880,RENT,54000,6400, 60 months,E,Fully Paid
593901,RENT,44500,6000, 36 months,A,Fully Paid
593916,MORTGAGE,73000,5000, 60 months,C,Fully Paid
593940,RENT,24996,8000, 36 months,A,Fully Paid
593946,RENT,31000,10000, 36 months,A,Charged Off
593976,MORTGAGE,88000,20000, 60 months,B,Fully Paid
593978,RENT,90000,15000, 60 months,E,Fully Paid
593988,MORTGAGE,40000,4800, 60 months,A,Fully Paid
594013,RENT,35000,6400, 60 months,D,Charged Off
594022,MORTGAGE,50000,8000, 36 months,B,Fully Paid
594026,MORTGAGE,32642,8500, 36 months,B,Fully Paid
594030,RENT,42000,16000, 60 months,B,Fully Paid
594052,OWN,34000,12250, 60 months,C,Charged Off
594069,MORTGAGE,33600,4800, 60 months,D,Fully Paid
594081,RENT,65400,10075, 36 months,C,Fully Paid
594100,MORTGAGE,30000,5000, 36 months,A,Fully Paid
594115,RENT,45000,6000, 36 months,C,Fully Paid
594117,RENT,51400,9000, 36 months,C,Fully Paid
594131,RENT,19200,1500, 36 months,A,Fully Paid
594164,RENT,35004,4750, 60 months,A,Fully Paid
594180,RENT,20400,9000, 60 months,A,Charged Off
594190,MORTGAGE,75996,9800, 60 months,D,Fully Paid
594196,MORTGAGE,103000,20000, 60 months,B,Fully Paid
